0	-108.976807
1	138.014862
2	154.014496
3	147.074860
4	137.365433
5	129.058640
6	136.622055
7	127.640007
8	179.429138
9	105.602875
10	-155.337814
11	-111.104309
12	-83.405792
13	-102.380569
14	-117.245895
15	-114.680840
16	-121.392937
17	-120.070343
18	-93.013023
19	-108.415016
20	-144.670959
21	-97.729218
22	-131.719116
23	-164.847504
24	173.722015
25	-124.459656
26	-127.496223
27	129.198502
28	151.723328
29	-106.520248
30	-164.116638
31	-130.746140
32	-154.366486
33	172.668198
34	-155.785126
35	104.200493
36	-159.400116
37	-136.572006
38	-162.740555
39	-145.837860
40	-165.399994
41	-155.774704
42	-143.269043
43	-145.435287
44	-178.127304
45	-140.199448
46	-150.691666
47	-138.578857
48	-168.971695
49	-144.086060
50	-151.983444
51	-156.336151
52	-165.514771
53	-157.683395
54	-145.647461
55	-157.672333
56	-179.195587
57	-149.411804
58	176.771545
59	-177.307510
60	-176.117020
61	-171.187912
62	169.153336
63	164.119492
64	149.960083
65	-177.007904
66	172.619827
67	169.329788
68	164.557861
69	-178.428314
70	162.860977
71	171.339539
72	-177.892014
73	-173.869171
74	178.272034
75	172.833801
76	166.093994
77	-173.069122
78	171.102432
79	174.666656
80	-92.472198
81	-121.481964
82	-177.542114
83	173.020493
84	-173.340515
85	-163.657608
86	-103.073776
87	-86.221947
88	-87.243958
89	-77.482864
90	-100.871292
91	-35.487568
92	-116.819237
93	-88.010941
94	-125.736298
95	-100.710953
96	-49.253090
97	-78.890785
98	-117.234962
99	-82.642632
100	-90.500107
101	-112.249237
102	-104.774025
103	-114.977600
104	-150.546112
105	-136.996063
106	-148.101776
107	-112.678261
108	-128.903137
109	-120.653992
110	-127.983688
111	-121.715446
112	-130.806000
113	-112.604599
114	-164.663055
115	-151.862106
116	-150.532227
117	-153.736862
118	-147.530853
119	-127.787445
120	-138.484848
121	-146.114243
122	-124.800301
123	-148.828232
124	-133.280319
125	-133.759338
126	-148.342636
127	-137.806396
128	-148.974274
129	-126.189728
130	-122.160149
131	-142.903870
132	-142.571960
133	-155.382385
134	-147.223343
135	-129.851776
136	-136.430618
137	-147.630539
138	-117.364189
139	-133.932404
140	-123.026215
141	-137.760254
142	-128.278625
143	-138.117676
144	-149.584091
145	-128.203644
146	-138.230728
147	-152.406235
148	-161.473434
149	-151.172119
150	-140.965469
151	-139.475891
152	-145.467819
153	-139.027039
154	-138.712891
155	-131.763779
156	-160.232376
157	-159.102448
158	-143.355103
159	-134.167740
160	-149.267227
161	-132.370285
162	-118.057144
163	-147.212784
164	-129.050003
165	-146.192337
166	-151.760742
167	-156.006729
168	-155.277512
169	-139.933456
170	170.492752
171	-137.523834
172	-114.900978
173	-136.868759
174	-137.840759
175	-118.008514
176	-122.775490
177	-126.412773
178	-122.655571
179	-127.716576
180	-111.871719
181	-116.967415
182	-129.554916
183	-92.683754
184	-116.328529
185	-124.261086
186	-140.565628
187	-96.920227
188	-142.703247
189	-134.274368
190	-149.548279
191	-141.431564
192	-120.201546
193	-135.519913
194	-125.889503
195	-133.522537
196	-165.768188
197	-137.417282
198	-139.978165
199	-114.252640
200	-123.984642
201	-135.649933
202	-130.049515
203	-122.188263
204	-100.602661
205	-120.968567
206	-131.479431
207	-128.460236
208	-128.175980
209	-133.585419
210	-115.427269
211	-100.139320
212	-110.293533
213	-124.039902
214	-127.346596
215	-139.586716
216	-139.692398
217	-124.351685
218	-121.971184
219	-127.961151
220	-111.559608
221	-127.981628
222	-112.402969
223	-101.836105
224	-120.072472
225	-93.854118
226	-112.603508
227	-112.111427
228	-110.576080
229	-113.664154
230	-123.361130
231	-138.679565
232	-126.658089
233	-113.030907
234	-127.665962
235	-137.340302
236	-104.011597
237	-129.219238
238	-117.762695
239	-129.142670
240	-135.180786
241	-134.833206
242	-121.859261
243	-101.985710
244	-106.489166
245	-113.970093
246	-131.073593
247	-138.598663
248	-149.816299
249	-143.933243
250	-148.475052
251	-148.410675
252	-146.605118
253	-142.291611
254	-169.700073
255	-137.056488
256	-166.689819
257	-151.796967
258	-134.103928
259	-157.139328
260	-135.047379
261	-147.291840
262	-160.258972
263	-137.254883
264	-147.371704
265	-147.376007
266	-153.202911
267	-153.104889
268	-150.628387
269	-150.803848
270	-148.415375
271	-139.632767
272	-154.182175
273	-145.421219
274	-158.313812
275	-150.830658
276	-164.017914
277	-153.335968
278	-148.985641
279	-174.448166
280	-138.057281
281	-145.805328
282	-152.409378
283	-149.789734
284	-138.109634
285	-167.893265
286	-128.236252
287	-138.498001
288	-162.970154
289	-119.434242
290	-164.216949
291	-161.335709
292	-138.979385
293	-143.026749
294	-132.909912
295	-144.796097
296	-169.671707
297	-162.879379
298	-155.372772
299	-148.558517
300	-158.886108
301	-151.643097
302	-158.000519
303	-151.565216
304	-129.787308
305	-161.840927
306	-155.148270
307	-168.913010
308	-153.048492
309	-155.657349
310	-160.261063
311	-158.634140
312	-155.809464
313	-160.877090
314	-166.405472
315	-152.982788
316	-157.269745
317	-143.774780
318	-158.189484
319	-144.921738
320	-170.082352
321	-151.004776
322	-153.157639
323	-162.116714
324	-158.972443
325	-143.344376
326	-166.613083
327	-142.317932
328	-150.933105
329	-162.500168
330	-159.556152
331	-149.605331
332	-141.254181
333	-146.059250
334	-150.227615
335	-145.596741
336	-152.782364
337	-162.087341
338	-148.020645
339	-150.005981
340	-149.334686
341	-150.067490
342	-161.154633
343	-171.464966
344	-164.002029
345	-144.260422
346	-137.451096
347	-154.936035
348	-152.006119
349	-156.135269
350	-144.435394
351	-154.096695
352	-146.058075
353	-163.208847
354	-141.797394
355	-164.729126
356	-144.182648
357	-145.767487
358	-150.044998
359	-156.601135
360	-141.972244
361	-163.841125
362	-164.585983
363	-152.561386
364	-154.616531
365	-137.543594
366	-143.988449
367	-158.621368
368	-147.452087
369	-146.610184
370	-145.345886
371	-153.095398
372	-158.183929
373	-144.366669
374	-137.867340
375	-140.082001
376	-137.968506
377	-134.629623
378	-161.122864
379	-147.575089
380	-147.281998
381	-139.045486
382	-142.240601
383	-144.026672
384	-140.435104
385	-152.283432
386	-140.041763
387	-150.696503
388	-150.497391
389	-155.731674
390	-157.844086
391	-147.452026
392	-130.709061
393	-154.777863
394	-152.204315
395	-158.338531
396	-144.898804
397	-150.577606
398	-138.443390
399	-172.451462
400	-143.937485
401	-135.327942
402	-151.184540
403	-150.728577
404	-132.763474
405	-130.791153
406	-136.605667
407	-151.874313
408	-154.588852
409	-129.485291
410	-141.480881
411	-161.446167
412	-136.617523
413	-146.824066
414	-137.790482
415	-151.534683
416	-157.442474
417	-134.344193
418	-148.854248
419	-133.928818
420	-124.518684
421	-126.929688
422	-152.145447
423	-137.559921
424	-148.625534
425	-133.868301
426	-143.761292
427	-167.119003
428	-147.775558
429	-149.544754
430	-159.120926
431	-134.091461
432	-156.356552
433	-140.245331
434	-171.593231
435	-159.132950
436	-134.763702
437	-168.317139
438	-148.249893
439	-140.631165
440	156.399612
441	172.147430
442	139.832397
443	168.448700
444	157.155563
445	-134.243118
446	-134.344711
447	-160.002243
448	-156.488892
449	-134.522552
450	-155.656219
451	-154.508896
452	-146.701401
453	-149.846542
454	-141.945343
455	-150.913773
456	-151.332932
457	-153.429199
458	-142.128983
459	-135.821136
460	-141.012970
461	-149.538162
462	-136.826279
463	-137.210236
464	-136.821915
465	-150.460403
466	-139.513596
467	-153.335281
468	179.251053
469	-155.114365
470	-144.384399
471	-140.974686
472	-135.482925
473	-147.613861
474	-143.247650
475	-163.139267
476	-139.393036
477	-152.096848
478	-141.310104
479	-139.146500
480	-140.555176
481	-125.215378
482	-136.377075
483	-160.957031
484	-165.042206
485	-159.245590
486	-162.315598
487	-159.722458
488	-151.811996
489	-158.270065
490	-130.620056
491	-158.634308
492	-133.458237
493	-138.958679
494	-152.111313
495	-136.285568
496	-135.748459
497	-140.058426
498	-141.461899
499	-147.119171
500	-122.481041
501	-155.094894
502	-149.287506
503	-161.492447
504	-151.034515
505	-147.263992
506	-135.207855
507	-143.427505
508	-145.175537
509	-144.471359
510	-129.535324
511	-160.454468
512	-143.843033
513	-152.086060
514	-143.639511
515	-147.169312
516	-144.791824
517	-156.651764
518	-154.138672
519	-140.475616
520	-150.235184
521	-144.071655
522	-177.723434
523	-152.702789
524	-139.109909
525	-130.296097
526	-148.635635
527	-119.224968
528	-121.463165
529	-121.992424
530	-144.462494
531	-147.115234
532	-139.781937
533	-148.421585
534	-135.228729
535	-144.199585
536	-146.183731
537	-136.937027
538	-129.292511
539	-141.418564
540	-118.774902
541	-138.920303
542	-131.240662
543	-155.085724
544	-118.686234
545	-126.536781
546	-141.447662
547	-134.916382
548	-137.829834
549	-125.575882
550	-115.638725
551	-155.038361
552	-138.409790
553	-129.092621
554	-172.570847
555	-111.814255
556	-137.686844
557	-129.657852
