#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
10000,4630.000000016661,-436777.82889048615,308.78307940962236,0
20000,4660.000000013678,-437601.55268270965,309.0838000787076,218
30000,4690.000000010695,-437394.1745016717,309.57968295029093,218
40000,4720.000000007712,-438857.8212613913,310.0457100790188,217
50000,4750.0000000047285,-438077.301951888,309.7789770441423,216
60000,4780.000000001745,-437679.2451451316,313.28482014136864,216
70000,4809.999999998762,-438258.22348569334,311.8913189844562,216
80000,4839.999999995779,-438053.4758310288,309.5878472766394,216
90000,4869.999999992796,-437116.0300319665,310.11801709149233,216
100000,4899.999999989813,-437119.31011618,311.75831780765486,216
110000,4929.99999998683,-437992.82199435146,310.8372741381035,216
120000,4959.9999999838465,-437751.18731775624,308.4992370013373,216
130000,4989.999999980863,-436151.07208189345,311.0859268708798,216
140000,5019.99999997788,-438995.8863888609,312.11986699601914,216
150000,5049.999999974897,-437765.5465284786,309.5839235947393,216
160000,5079.999999971914,-439084.7594468517,311.2514300756075,216
170000,5109.999999968931,-437982.4363752268,309.4092139424791,216
180000,5139.999999965948,-437864.6246628731,307.23661556856786,216
190000,5169.9999999629645,-437561.7492474923,308.7847428009426,216
200000,5199.999999959981,-437950.1545005676,310.6180035909457,216
210000,5229.999999956998,-438805.679183414,309.9806465342145,216
220000,5259.999999954015,-437540.41241940437,311.7688568594718,216
230000,5289.999999951032,-437446.6913100362,308.4756835768554,216
240000,5319.999999948049,-437055.2791778052,307.58323340328246,216
250000,5349.999999945066,-437453.31013799016,310.28647514428974,216
260000,5379.9999999420825,-438158.6037861048,312.0187899288162,216
270000,5409.999999939099,-438593.5447336228,308.12725170547964,216
280000,5439.999999936116,-437209.46328326454,309.9331679299144,216
290000,5469.999999933133,-438921.2540511058,311.66775979081166,216
300000,5499.99999993015,-439174.809398866,308.8487716275885,216
310000,5529.999999927167,-438757.9725075357,309.1738102934812,216
320000,5559.999999924184,-439007.8851099082,311.3901172136049,216
330000,5589.9999999212005,-436911.09849517397,312.8804571821457,216
340000,5619.999999918217,-437630.09075230313,308.72300229968437,216
350000,5649.999999915234,-436965.9777015331,313.87118132807166,216
360000,5679.999999912251,-437579.6776896592,311.81054132272595,216
370000,5709.999999909268,-437852.63436879055,309.9542462931171,216
380000,5739.999999906285,-437670.6330384838,311.34606734180227,216
390000,5769.999999903302,-438565.520924296,311.16346499660756,216
400000,5799.9999999003185,-439393.3001745029,307.4107836323558,216
410000,5829.999999897335,-439095.61640931806,311.8158684465322,216
420000,5859.999999894352,-437827.3026528517,311.5223254535757,216
430000,5889.999999891369,-439235.97279572766,309.8283257095137,216
440000,5919.999999888386,-438321.855622974,311.70572182083595,216
450000,5949.999999885403,-438436.7070198483,310.31291365420566,216
460000,5979.99999988242,-436767.9543846657,312.95080866798736,216
470000,6009.9999998794365,-438837.9292202331,311.5869266983359,216
480000,6039.999999876453,-438286.8003007921,309.3896053828141,216
490000,6069.99999987347,-438878.37353119976,310.5041588644407,216
500000,6099.999999870487,-437318.8542058219,311.57139769365205,216
510000,6129.999999867504,-438510.2301859802,309.4402257586216,216
520000,6159.999999864521,-437589.3225602389,309.17242135351137,216
530000,6189.999999861538,-437587.24071644875,312.65292882254477,216
540000,6219.9999998585545,-438008.4869890404,309.4862402236572,216
550000,6249.999999855571,-438414.36207131715,309.36818552963024,216
560000,6279.999999852588,-439056.3255316757,311.82646966067335,216
570000,6309.999999849605,-438090.5629641076,309.4149120114519,216
580000,6339.999999846622,-438795.34352809284,308.2390057433004,216
590000,6369.999999843639,-437320.01859894465,311.58472188640286,216
600000,6399.999999840656,-438230.46488743275,312.22603238806863,216
610000,6429.9999998376725,-438742.03140718164,309.6766840960765,216
620000,6459.999999834689,-438614.41734744515,310.8224071821617,216
630000,6489.999999831706,-438369.85939200735,311.7052149970792,216
640000,6519.999999828723,-437566.1273336983,312.60537831422346,216
