#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
10000,4630.000000016661,-437832.5619892976,312.23087521620505,0
20000,4660.000000013678,-436669.3991410767,312.0881839384568,219
30000,4690.000000010695,-438238.22269500606,312.64949546402903,219
40000,4720.000000007712,-438086.6940304283,311.21555158865135,219
50000,4750.0000000047285,-437841.137042979,311.8371280308316,218
60000,4780.000000001745,-437235.53155357926,311.4978119737467,218
70000,4809.999999998762,-438453.56329555507,311.46411747895286,218
80000,4839.999999995779,-438076.69057936245,311.26513524745906,218
90000,4869.999999992796,-438545.216707065,312.6775398925882,218
100000,4899.999999989813,-437409.8432452744,310.43713293731014,217
110000,4929.99999998683,-438184.49295972474,311.3369106110697,217
120000,4959.9999999838465,-438541.1698505513,310.4697921530295,217
130000,4989.999999980863,-438158.9053573606,310.0573699660584,217
140000,5019.99999997788,-439047.6975665358,307.46922222878123,217
150000,5049.999999974897,-440098.77416452183,307.40611022823146,217
160000,5079.999999971914,-437712.45666532335,307.5707704568895,217
170000,5109.999999968931,-438392.7712272261,307.8447114539428,217
180000,5139.999999965948,-437853.6251720297,309.41088037910765,217
190000,5169.9999999629645,-436932.371512166,309.1682902885054,217
200000,5199.999999959981,-437223.49099963834,307.58606875536884,217
210000,5229.999999956998,-437845.3325009174,308.4188182375722,217
220000,5259.999999954015,-439203.4187142134,308.6603097643422,217
230000,5289.999999951032,-438883.7056994899,312.60191675798694,217
240000,5319.999999948049,-438067.42110582674,308.86095882180035,217
250000,5349.999999945066,-437596.1590087982,310.07156736357757,217
260000,5379.9999999420825,-438442.05997894285,312.29559400831744,217
270000,5409.999999939099,-437524.72020691936,310.93411615189166,217
280000,5439.999999936116,-438217.64486121945,310.79659713448655,217
290000,5469.999999933133,-437764.3340468176,311.921808781339,217
300000,5499.99999993015,-437349.50354869734,311.10041184691596,217
310000,5529.999999927167,-439531.2051305056,309.8032719366346,217
320000,5559.999999924184,-438152.7413502848,311.28979698679416,217
330000,5589.9999999212005,-437402.03346952307,311.4125411715512,217
340000,5619.999999918217,-439001.48141818447,310.58992332881786,217
350000,5649.999999915234,-438372.5445240601,310.4536548401273,217
360000,5679.999999912251,-438518.90115578217,311.5702982670619,217
370000,5709.999999909268,-438446.3755942283,309.3885521293891,217
380000,5739.999999906285,-437556.76712418534,311.4761664542257,217
390000,5769.999999903302,-437227.0873969202,309.2281767534523,217
400000,5799.9999999003185,-437098.03590065334,309.0747114138037,217
410000,5829.999999897335,-437515.15693494794,310.29694822029586,217
420000,5859.999999894352,-438026.3916417749,309.23344303635616,217
430000,5889.999999891369,-437543.7593966613,310.750681351765,217
440000,5919.999999888386,-439024.6595453287,311.959303138629,217
450000,5949.999999885403,-437572.76331889373,311.0860372913316,217
460000,5979.99999988242,-438159.9299239826,308.6560075623126,217
470000,6009.9999998794365,-437880.7685403968,308.45429709627166,217
480000,6039.999999876453,-437599.20573956287,310.7454373052633,217
490000,6069.99999987347,-437115.4706847577,310.09083474558616,217
500000,6099.999999870487,-438588.55991969816,312.9795159329274,217
510000,6129.999999867504,-437153.89559548954,311.5009976190714,217
520000,6159.999999864521,-436868.95833916217,312.78552506172105,217
530000,6189.999999861538,-437488.3561533552,310.24585293474837,217
540000,6219.9999998585545,-438152.4746673282,312.46879060670784,217
550000,6249.999999855571,-437147.3378707755,311.6929270491328,217
560000,6279.999999852588,-438481.8308744307,310.0733985441999,217
570000,6309.999999849605,-436918.33239417546,314.00060457437434,217
580000,6339.999999846622,-438942.41027120897,311.584509088984,217
590000,6369.999999843639,-438879.41241461923,308.53367075029655,217
600000,6399.999999840656,-438234.3683917674,310.06356582510347,217
610000,6429.9999998376725,-437985.72627408453,311.4439335391784,217
620000,6459.999999834689,-438555.16093718424,309.71857265563625,217
630000,6489.999999831706,-438582.0975964491,310.03270163667315,217
640000,6519.999999828723,-438234.0731216206,309.46914567623486,217
650000,6549.99999982574,-439063.33110007877,310.98206138914634,217
660000,6579.999999822757,-439215.3102812087,308.2830716117292,217
670000,6609.999999819774,-437579.0545400616,308.26333435496025,217
680000,6639.9999998167905,-438517.7988135989,311.8751235887219,217
690000,6669.999999813807,-439216.5637781166,307.67224684099307,217
700000,6699.999999810824,-437526.4859083174,309.2094899509693,217
710000,6729.999999807841,-439349.3246147502,312.3537217552674,217
720000,6759.999999804858,-438381.8327307468,310.4155015663158,217
730000,6789.999999801875,-439411.6071825994,308.96893421634365,217
740000,6819.999999798892,-438892.5828863317,308.2613469077185,217
750000,6849.9999997959085,-438734.0442558727,311.5266726007511,217
760000,6879.999999792925,-437976.8269647651,309.08199468244004,217
770000,6909.999999789942,-439696.5465325145,309.4412060531876,217
780000,6939.999999786959,-437940.26791322907,309.4457154280329,217
790000,6969.999999783976,-439888.5492024515,307.8646336896193,217
800000,6999.999999780993,-438116.8847960478,311.8267003544067,217
810000,7029.99999977801,-438811.61082848115,309.9746817242075,217
820000,7059.9999997750265,-438630.6422254683,310.47548771380616,217
830000,7089.999999772043,-438828.520945878,312.12912842230315,217
840000,7119.99999976906,-438525.9151803544,308.18750324323884,217
850000,7149.999999766077,-438419.55855137086,308.2650668492962,217
860000,7179.999999763094,-438761.5272499246,309.9971967852278,217
870000,7209.999999760111,-438677.9298463536,310.79066077203385,217
880000,7239.999999757128,-437589.3420944179,310.2882193280615,217
