#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
10000,4630.000000016661,-438426.2036154105,310.4994733117905,0
20000,4660.000000013678,-438408.86459384905,309.0222815932255,219
30000,4690.000000010695,-438033.0910450076,311.870093743627,218
40000,4720.000000007712,-437359.14060125826,311.4584863408692,218
50000,4750.0000000047285,-436982.19726257375,308.3970746380703,217
60000,4780.000000001745,-437645.2564503229,308.51670133499255,217
70000,4809.999999998762,-437764.5773337686,313.40445178162906,217
80000,4839.999999995779,-437278.062653932,309.0793052700869,217
90000,4869.999999992796,-438400.79392037145,308.58327355416037,217
100000,4899.999999989813,-437700.6283980778,309.19184368094034,217
110000,4929.99999998683,-437934.33584123966,311.0947830882524,217
120000,4959.9999999838465,-439195.8398019271,310.31443016714746,217
130000,4989.999999980863,-438148.240211023,310.15050531970684,217
140000,5019.99999997788,-437434.358455851,310.0295599676813,217
150000,5049.999999974897,-436525.0428881722,313.42175959123216,217
160000,5079.999999971914,-437425.3759096847,310.97455886553564,217
170000,5109.999999968931,-436959.3881056681,306.0143727829892,217
180000,5139.999999965948,-436843.7415360559,311.11987083527896,217
190000,5169.9999999629645,-439238.48394055315,310.09471402312147,217
200000,5199.999999959981,-438450.0431253186,308.4803213117551,217
210000,5229.999999956998,-438712.39630509284,310.1621358622992,217
220000,5259.999999954015,-437699.5645458498,309.9090713595264,217
230000,5289.999999951032,-439028.875806374,309.67941126424,217
240000,5319.999999948049,-438073.31445083837,308.46367008047764,217
250000,5349.999999945066,-436756.0211862442,313.2226103142492,216
260000,5379.9999999420825,-437744.28309567366,309.96979147259384,217
270000,5409.999999939099,-439121.564183871,308.56679854405354,217
280000,5439.999999936116,-438045.66401552595,311.5561651398214,217
290000,5469.999999933133,-437856.50783184683,310.99740647464097,217
300000,5499.99999993015,-438092.9546037109,310.1997815099534,216
310000,5529.999999927167,-437382.25194111373,309.1156079490566,216
320000,5559.999999924184,-437719.09292512806,309.69883084129,216
330000,5589.9999999212005,-437532.6523802108,311.79671481683863,216
340000,5619.999999918217,-436567.5109988805,309.45887256329195,216
350000,5649.999999915234,-439367.78397701425,308.87618609687263,216
360000,5679.999999912251,-437679.35005915794,309.4130126358432,216
370000,5709.999999909268,-438025.7146260524,312.6930118413338,216
380000,5739.999999906285,-438524.6283565834,310.3020668645167,216
390000,5769.999999903302,-438427.39635702176,310.1489849087471,216
400000,5799.9999999003185,-438509.32586133527,313.23348917415524,216
410000,5829.999999897335,-438145.8479553396,310.7778106549021,216
420000,5859.999999894352,-437810.41955263936,311.4441817388036,216
430000,5889.999999891369,-437628.3792844247,309.4985402806723,216
440000,5919.999999888386,-437986.85434352676,310.4513941606189,216
450000,5949.999999885403,-438842.016674008,311.6067096577011,216
460000,5979.99999988242,-437929.2265023398,311.7669374264526,216
470000,6009.9999998794365,-437782.5136429081,311.0139693435956,216
480000,6039.999999876453,-437721.4414254124,310.59758795791186,216
490000,6069.99999987347,-437808.72680524434,310.5292632203751,216
500000,6099.999999870487,-439450.52220483474,309.70819518411116,216
510000,6129.999999867504,-437565.4539916399,310.9932512800911,216
520000,6159.999999864521,-439014.086605706,311.2440862722699,216
530000,6189.999999861538,-436675.9882371621,311.05406355921133,216
540000,6219.9999998585545,-438966.96397024044,311.7651275193025,216
550000,6249.999999855571,-438556.9545488148,311.23674882439855,216
560000,6279.999999852588,-439329.14089575224,312.2285331897522,216
570000,6309.999999849605,-437755.29678942985,307.62543861131024,216
580000,6339.999999846622,-438489.8253920593,308.49064626327925,216
590000,6369.999999843639,-437891.0356492172,311.4557288375919,216
600000,6399.999999840656,-437885.0685973023,309.56455702056127,216
610000,6429.9999998376725,-438765.80404423596,309.5689125297257,216
620000,6459.999999834689,-438862.6617062038,309.15939859701007,216
630000,6489.999999831706,-438335.0203559641,312.2052963021684,216
640000,6519.999999828723,-438897.67948272545,311.57549379527643,216
650000,6549.99999982574,-437912.6879446618,310.85568906351693,216
660000,6579.999999822757,-438407.48482781625,311.78718190369995,216
670000,6609.999999819774,-437978.7513642481,311.51530264203944,216
680000,6639.9999998167905,-437930.70147085865,311.2060920939701,216
690000,6669.999999813807,-437469.10588615783,308.3607914467238,216
700000,6699.999999810824,-438097.20920254407,311.97778999865983,216
710000,6729.999999807841,-437765.2209673354,308.2359176996022,216
720000,6759.999999804858,-438214.28865126334,309.87936679209173,216
730000,6789.999999801875,-439004.9263546944,309.014063799092,216
740000,6819.999999798892,-438161.84554341016,311.9249435696161,216
750000,6849.9999997959085,-438401.3535214574,310.3399975101535,216
760000,6879.999999792925,-439134.3534009787,311.9848832927381,216
770000,6909.999999789942,-438880.18436577846,310.30875998735536,216
780000,6939.999999786959,-437857.18914548145,308.97730482835607,216
790000,6969.999999783976,-438989.9427534847,312.4658610154897,216
800000,6999.999999780993,-438584.03316089045,308.06236892714367,216
810000,7029.99999977801,-438475.60706468276,311.66562795673445,216
820000,7059.9999997750265,-437712.6683708539,311.07686790716286,216
830000,7089.999999772043,-439127.08582571824,308.10604264622793,216
840000,7119.99999976906,-439206.63782984903,309.16040787932104,216
850000,7149.999999766077,-438768.7279273963,310.67546570427265,216
860000,7179.999999763094,-438759.42132343235,311.3859416977313,216
870000,7209.999999760111,-438111.35114850826,311.27996539570285,216
880000,7239.999999757128,-438670.19606372085,312.61116505067054,216
890000,7269.9999997541445,-437772.27615468507,313.4545262137772,216
900000,7299.999999751161,-437726.8617368862,310.9187931908372,216
910000,7329.999999748178,-438696.4310616746,311.20168553336197,216
920000,7359.999999745195,-438977.73342723167,313.14227047851864,216
930000,7389.999999742212,-438691.4396455784,310.38259727951583,216
940000,7419.999999739229,-438387.4223712636,311.83599141234436,216
950000,7449.999999736246,-438051.39257549634,308.7635899592914,216
960000,7479.9999997332625,-437896.3134046823,310.28407730022366,216
970000,7509.999999730279,-439088.48860865016,308.5852155104308,216
980000,7539.999999727296,-439389.8076425579,311.8663725070343,216
990000,7569.999999724313,-438327.8383304018,311.10088773731593,216
1000000,7599.99999972133,-437382.8801708701,309.37883661132446,216
1010000,7629.999999718347,-437014.1656320782,308.80514554216927,216
1020000,7659.999999715364,-437374.15676913504,309.9370937402187,216
1030000,7689.9999997123805,-438505.0193772351,311.46468427232395,216
1040000,7719.999999709397,-439952.732533935,309.6695280451759,216
1050000,7749.999999706414,-438860.38377357065,313.8540295291596,216
1060000,7779.999999703431,-437523.7294303579,310.39487621258735,216
1070000,7809.999999700448,-437779.31583055784,311.5550065076232,216
1080000,7839.999999697465,-437852.0532942696,311.1577777197881,216
1090000,7869.999999694482,-439266.8108908981,310.04480209667724,216
1100000,7899.9999996914985,-438785.774402092,308.8571234375684,216
1110000,7929.999999688515,-437897.76027725777,310.6274734321488,216
1120000,7959.999999685532,-438253.65687257936,311.58579679471904,216
1130000,7989.999999682549,-439713.27256578975,310.73755419519506,216
1140000,8019.999999679566,-438474.1337118922,311.8563027808977,216
1150000,8049.999999676583,-438845.81876476086,307.35678486957966,216
1160000,8079.9999996736,-439478.45823402074,309.0698353233455,216
1170000,8109.9999996706165,-437829.8501347918,309.29755907780253,216
1180000,8139.999999667633,-438789.18549965764,309.61245200102724,216
1190000,8169.99999966465,-439172.07393181394,311.507091898965,216
1200000,8199.999999664093,-438455.264551505,313.1285278079447,216
1210000,8229.999999670204,-439591.65960869356,308.80408575168394,216
1220000,8259.999999676316,-438886.79343584995,310.4988262398648,216
1230000,8289.999999682428,-438646.616929244,310.3239999158849,216
1240000,8319.99999968854,-437938.29358368204,311.32761891401736,216
1250000,8349.999999694652,-438806.6878918209,312.03694311482224,216
1260000,8379.999999700764,-437932.76362260035,309.70115585959536,216
1270000,8409.999999706875,-438657.19963116734,309.7288588524366,216
1280000,8439.999999712987,-437504.0587893985,312.966573487559,216
1290000,8469.999999719099,-438640.777943362,312.7915847851195,216
1300000,8499.99999972521,-438863.8047789731,311.9582773196725,216
1310000,8529.999999731323,-437935.30621207156,311.7265826600737,216
1320000,8559.999999737434,-438647.62652288517,312.06015036603173,216
1330000,8589.999999743546,-439072.0748422523,311.3271661942939,216
1340000,8619.999999749658,-438635.4352313129,309.80873374242634,216
1350000,8649.99999975577,-437511.64254464954,312.4037454223876,216
1360000,8679.999999761882,-439042.34985209536,312.5933814116531,216
1370000,8709.999999767993,-439792.836476163,308.8163272466122,216
1380000,8739.999999774105,-439368.7642453271,310.29013588688304,216
1390000,8769.999999780217,-439418.05199923506,311.5958982329327,216
1400000,8799.999999786329,-437077.1130195507,309.64566769407224,216
1410000,8829.99999979244,-438775.84806981124,308.05871507690995,216
1420000,8859.999999798552,-439088.082965547,310.8460581143479,216
1430000,8889.999999804664,-439261.91307384917,311.4561468373769,216
1440000,8919.999999810776,-440027.15029710415,310.8344318480214,216
1450000,8949.999999816888,-439967.50026192307,313.0311495806359,216
1460000,8979.999999823,-438339.9329901901,310.7594869031119,216
1470000,9009.999999829111,-439407.8527439318,307.74132039997977,216
1480000,9039.999999835223,-438901.09830755345,311.6293731087246,216
1490000,9069.999999841335,-439407.54648843245,309.04066936826734,216
1500000,9099.999999847447,-438329.5655995046,310.77945487791067,216
1510000,9129.999999853559,-438148.17835562606,310.43790792325524,216
1520000,9159.99999985967,-439421.8760441644,309.5290463893204,216
1530000,9189.999999865782,-438343.813305276,312.2176724369427,216
1540000,9219.999999871894,-440288.6007727813,307.6069426232454,216
1550000,9249.999999878006,-439492.7623849467,309.63552594991046,216
1560000,9279.999999884118,-439749.3394476867,309.5507633852781,216
1570000,9309.99999989023,-439113.36985279736,310.4224968483743,216
1580000,9339.999999896341,-438017.9565239791,312.5313325422042,216
1590000,9369.999999902453,-439572.4420183853,311.8988332798737,216
1600000,9399.999999908565,-439030.8710398767,312.0641262564152,216
1610000,9429.999999914677,-439463.2247833989,312.6091404586166,216
1620000,9459.999999920788,-438922.4475105894,310.1795775267101,216
1630000,9489.9999999269,-440013.0567575323,311.2130294390511,216
1640000,9519.999999933012,-439402.1027902914,312.40584293049085,216
1650000,9549.999999939124,-438910.23470533034,311.2853066357774,216
1660000,9579.999999945236,-438623.94057500083,310.13551381776534,216
1670000,9609.999999951347,-438729.91018673265,311.275608310014,216
1680000,9639.99999995746,-439355.0225680885,306.38779653286394,216
1690000,9669.999999963571,-439434.9998098465,308.1160854052719,216
1700000,9699.999999969683,-440329.63195051765,309.7470076545297,216
1710000,9729.999999975795,-437797.71314601996,309.89331034965727,216
1720000,9759.999999981907,-438387.2022696729,310.50102713084345,216
1730000,9789.999999988018,-439543.9760666818,309.03066528433686,216
1740000,9819.99999999413,-439026.7563039062,309.7465619516531,216
1750000,9850.000000000242,-439162.8742846737,309.88177430941397,216
1760000,9880.000000006354,-439169.7749632648,311.3200919266186,216
1770000,9910.000000012466,-439518.15510486765,310.443295558394,216
1780000,9940.000000018577,-438953.6334396063,309.3545204720711,216
1790000,9970.00000002469,-439140.0561214362,310.55621818415335,216
1800000,10000.000000030801,-439297.23641822976,309.1000647384709,216
1810000,10030.000000036913,-439401.0864931338,311.8473478034091,216
1820000,10060.000000043025,-439139.44750667457,310.82246523929575,216
1830000,10090.000000049136,-440185.1069334273,311.8336225048512,216
1840000,10120.000000055248,-438981.60752734705,308.9888579766884,216
1850000,10150.00000006136,-440254.79595338297,310.4424485210216,216
1860000,10180.000000067472,-438501.64212046564,311.8122417231303,216
1870000,10210.000000073584,-439670.5256728446,311.4567898436909,216
1880000,10240.000000079695,-439566.86691186624,311.42417217142196,216
1890000,10270.000000085807,-438340.54687881377,309.7284909138619,216
1900000,10300.000000091919,-439955.28124670894,311.0800935020605,216
1910000,10330.00000009803,-439533.10422394215,311.7140341814909,216
1920000,10360.000000104143,-439902.04258266534,311.19429751922735,216
1930000,10390.000000110254,-438382.5636851082,309.5735364156198,216
1940000,10420.000000116366,-438796.77681989037,310.9401726084442,216
1950000,10450.000000122478,-438943.4097755377,308.38912673257863,216
1960000,10480.00000012859,-438813.8537929205,312.949205060627,216
1970000,10510.000000134702,-439942.38832169445,310.8303607231044,216
1980000,10540.000000140813,-439908.1110257576,311.1952354264096,216
1990000,10570.000000146925,-439049.5823888371,307.77382095739955,216
2000000,10600.000000153037,-437525.242262485,311.382172260698,216
2010000,10630.000000159149,-439337.47756637796,311.815334997985,216
2020000,10660.00000016526,-440309.23098425986,309.4775536077371,216
2030000,10690.000000171372,-438853.11355400155,310.6563504415797,216
2040000,10720.000000177484,-439792.3325175042,312.333253497213,216
2050000,10750.000000183596,-440192.1656519319,310.12279430991435,216
2060000,10780.000000189708,-440140.7353379701,310.9317782099189,216
2070000,10810.00000019582,-440579.6114571984,311.4512590937899,216
2080000,10840.000000201931,-439399.0390520317,310.34995412713016,216
2090000,10870.000000208043,-439112.6197270693,310.94831589170326,216
2100000,10900.000000214155,-438817.44359345734,309.1777553812438,216
2110000,10930.000000220267,-439846.17533819797,308.868232661059,216
2120000,10960.000000226379,-441048.70046880445,311.03816177724724,216
2130000,10990.00000023249,-439321.0562766772,308.86567328521625,216
2140000,11020.000000238602,-438438.3283689858,312.8587131043898,216
2150000,11050.000000244714,-439185.4641226302,309.1922627615177,216
2160000,11080.000000250826,-439357.5624672149,310.07023635267484,216
2170000,11110.000000256938,-437815.90749026975,311.39647325849126,216
2180000,11140.00000026305,-438805.6305926002,310.1543687546442,216
