#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
10000,4630.000000016661,-436717.778746,312.34291506046713,0
20000,4660.000000013678,-437738.898882939,309.3774176210495,219
30000,4690.000000010695,-437434.31371801347,308.71062823841163,219
40000,4720.000000007712,-438028.78990300116,309.9729826899914,218
50000,4750.0000000047285,-436397.4779429741,312.6064194515007,217
60000,4780.000000001745,-437565.1306207897,312.5154244296239,217
70000,4809.999999998762,-438526.99645973486,311.21164810330566,217
80000,4839.999999995779,-438381.0987564367,311.9101814506393,217
90000,4869.999999992796,-437128.17887967103,311.85666954375256,217
100000,4899.999999989813,-438073.70273122774,310.041865720072,217
110000,4929.99999998683,-437174.93416992086,306.70133632136265,217
120000,4959.9999999838465,-437625.64926206577,310.9762267838224,217
130000,4989.999999980863,-438982.6005045844,308.73870249420725,217
140000,5019.99999997788,-439462.4061956175,308.8960370709387,217
150000,5049.999999974897,-438764.5893183297,309.4365044015371,217
160000,5079.999999971914,-437512.94442127296,308.64114687432453,217
170000,5109.999999968931,-437677.54294799734,314.66071271495133,217
180000,5139.999999965948,-437168.7406567936,307.7508097423656,217
190000,5169.9999999629645,-436754.95348944515,309.1106850359484,217
200000,5199.999999959981,-437305.5321969902,307.9400705097379,217
210000,5229.999999956998,-438706.1586378948,310.21436028764265,217
220000,5259.999999954015,-438409.40509222564,312.79485135972106,217
230000,5289.999999951032,-436814.8327105951,309.711096176258,217
240000,5319.999999948049,-437473.5554896542,313.1111435785196,217
250000,5349.999999945066,-437093.71855242853,313.06188972216756,217
260000,5379.9999999420825,-437649.57933195727,307.7916439489823,217
270000,5409.999999939099,-436584.253601125,309.4076678642839,217
280000,5439.999999936116,-436674.259451241,309.1707985320704,217
290000,5469.999999933133,-437540.44072976545,312.2446205390505,217
300000,5499.99999993015,-437800.6528786798,310.0361866627917,217
310000,5529.999999927167,-437807.92357915174,308.31755735320456,217
320000,5559.999999924184,-438689.7686396756,307.816109357144,217
330000,5589.9999999212005,-437175.5828519189,313.8510679226101,217
340000,5619.999999918217,-437302.3842670345,308.3375228749849,217
350000,5649.999999915234,-438362.5902787973,311.40263906456516,217
360000,5679.999999912251,-438354.7051505286,314.29824073562236,217
370000,5709.999999909268,-437781.13327582926,310.95951316716423,217
380000,5739.999999906285,-437715.5963823823,307.9162790679543,217
390000,5769.999999903302,-438759.30102407304,310.34700039696935,217
400000,5799.9999999003185,-439562.46202312806,309.5572711432071,217
410000,5829.999999897335,-438256.94198147,308.6994372959309,217
420000,5859.999999894352,-437141.1728882645,307.9709167845515,217
430000,5889.999999891369,-438149.4717260918,310.5179405996727,217
440000,5919.999999888386,-438207.3521122823,310.1876316535429,217
450000,5949.999999885403,-438085.0864807693,310.65943617825985,217
460000,5979.99999988242,-437448.36507386155,311.02976088069033,217
470000,6009.9999998794365,-436333.7180225686,311.78376324789417,217
480000,6039.999999876453,-438709.0055372142,311.3064572801581,217
490000,6069.99999987347,-438495.006882027,308.9054471169738,217
500000,6099.999999870487,-439111.19335153955,310.5679549364381,217
510000,6129.999999867504,-437480.4079698671,311.7766066558255,217
520000,6159.999999864521,-438422.0527640206,310.1150224184445,216
530000,6189.999999861538,-437830.57215703325,308.1443123041062,216
540000,6219.9999998585545,-439165.9168272605,310.22010198304747,216
550000,6249.999999855571,-437759.44326007855,307.677627217323,216
560000,6279.999999852588,-436178.3993233503,309.9445104235153,216
570000,6309.999999849605,-438199.4122918523,311.5450675202848,216
580000,6339.999999846622,-437849.1383410739,311.5252594994029,216
590000,6369.999999843639,-438217.66865675524,310.6477135358964,216
600000,6399.999999840656,-438157.99125434365,310.72040662787293,216
610000,6429.9999998376725,-437491.26373465266,311.2420438187536,216
620000,6459.999999834689,-438370.5058745218,310.0643785716245,216
630000,6489.999999831706,-438952.8595497329,313.9240803419088,216
640000,6519.999999828723,-438587.52203333634,311.53385378986604,216
650000,6549.99999982574,-438864.9176287195,311.358496152632,216
660000,6579.999999822757,-438360.2473776797,310.8976269620208,216
670000,6609.999999819774,-438101.0233783501,310.81365883019805,216
680000,6639.9999998167905,-438012.1173777317,307.883567168684,216
690000,6669.999999813807,-438228.11840404244,308.82009425415373,216
700000,6699.999999810824,-437443.8255890091,310.7088565547445,216
710000,6729.999999807841,-436694.3907302022,309.13775254634254,216
720000,6759.999999804858,-438871.576935651,308.71697320280634,216
730000,6789.999999801875,-437858.2074070538,309.79174943297625,216
740000,6819.999999798892,-439596.0676633776,310.32892840483794,216
750000,6849.9999997959085,-439374.8812899273,311.9435215024313,216
760000,6879.999999792925,-438131.3881647042,311.15218865293565,216
770000,6909.999999789942,-437326.54776323587,312.83657694048304,216
780000,6939.999999786959,-437640.4305131538,312.07394607460975,216
790000,6969.999999783976,-438048.64668457094,308.1127625052668,216
