#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
448000,-433189.10056192894,311.2771078593051,149
449000,-433808.13157559885,310.04559751064875,149
450000,-434193.8163243269,311.3139446881407,149
451000,-434981.57503539,309.501387462555,149
452000,-435282.18639029376,313.04905388043693,149
453000,-434308.3882062689,309.69524089225,149
454000,-435120.7996924615,310.79744831703226,149
455000,-435342.4640372272,311.4084770503101,149
456000,-434864.4682376338,313.2939432252616,149
457000,-434707.3578194494,310.5653122475894,149
458000,-435463.4654490305,314.7892098346263,149
459000,-435143.0712860315,310.31268403196265,149
460000,-434197.9040340078,310.93155430878517,149
461000,-435209.0254333075,312.3497260921115,149
462000,-434601.6293690938,309.95278113808433,149
463000,-435608.3395489962,309.55232930858483,149
464000,-434748.3759057501,313.79531030698394,149
465000,-434933.0749681189,312.30417475433467,149
466000,-434545.6828786705,309.7247957043615,149
467000,-435489.2390834526,311.3542315325942,149
468000,-435266.52904833783,311.89886047396107,149
469000,-434396.7158810932,312.69586296694763,149
470000,-435146.0273129889,311.9260700330107,149
471000,-435535.6668502162,310.3527417690975,149
472000,-434872.1387061898,313.4325919484903,149
473000,-434049.80424974207,314.7058686002844,149
474000,-434770.43192644534,310.87975467736953,149
475000,-435270.5822509446,311.7420458774986,149
476000,-434364.48212889046,311.60469970255275,149
477000,-434250.96332419594,311.68834700076206,149
478000,-435354.6491924473,310.3467242691958,149
479000,-434512.9180462302,308.64986708052703,149
480000,-435037.41599457525,313.07287406190005,149
481000,-434583.22643539985,308.1835258471084,149
482000,-435504.8140829571,311.6319520687074,149
483000,-434284.30791384145,312.9573795384251,149
484000,-435022.88544427324,313.03915357281954,149
485000,-434497.79245704715,308.9766415297664,149
486000,-435238.7166623762,312.47832371128095,149
487000,-435814.35811510985,309.64497362447366,149
488000,-436915.2209480514,311.62553596633524,149
489000,-433705.4821911813,310.55489933714995,149
490000,-435180.9842457201,311.2218955300547,149
491000,-435199.2486984492,310.5680826721522,149
492000,-433998.9772734081,310.48923288225774,149
493000,-434526.6352902993,313.79524385210686,149
494000,-434405.88943431806,309.514980911838,149
495000,-434894.7346978891,311.1116266771873,149
496000,-434957.67737030494,311.4613402371046,149
497000,-435148.42717606504,309.6234564850786,149
498000,-435763.1477563642,312.7054074472789,149
499000,-435890.1100759143,310.22894346125616,149
500000,-434721.95524133067,312.77469060496446,149
501000,-433832.1759951825,314.0150932513116,149
502000,-433445.9765071932,311.92805412265125,149
503000,-434370.5298241223,309.7077395616304,149
504000,-434142.0288495426,311.84148601360414,149
505000,-435680.58967322554,311.4896990344025,149
506000,-434394.62841282296,310.00535188941836,149
507000,-435739.26847006124,310.78378092574854,149
508000,-435084.9086375055,312.61716924206195,149
509000,-434717.20240555005,309.6123503247699,149
510000,-436790.80319614965,310.8084119125682,149
511000,-435025.7308864291,311.54026367994754,149
512000,-435024.97647113213,308.2486463921136,149
513000,-434041.1875209401,310.1066761084639,149
514000,-435343.9656817366,312.6070309410175,149
515000,-435822.5239735886,311.5127532714377,149
516000,-435556.39247781015,311.08408473473196,149
517000,-435303.813736815,310.6792521672258,149
518000,-434346.01029407023,312.36811676202706,149
519000,-435584.7065818631,311.16500761737944,149
520000,-435825.30213396903,311.259359356526,149
521000,-435172.2643031038,311.7727148604037,149
522000,-435011.8655187744,311.70592763576786,149
523000,-434475.9042396238,310.39265273693803,149
524000,-434695.8174053822,310.19739638475625,149
525000,-434253.87663118634,309.07241410271985,149
526000,-435195.26770221884,312.51481307355596,149
527000,-434368.2381548572,307.99084202463206,149
528000,-435612.19588628644,309.0743766233798,149
529000,-435099.19631680055,309.2389234774567,149
530000,-437419.9647194487,311.52311745708647,149
531000,-434572.1075189891,312.95135044675374,149
532000,-435143.10337155126,308.94966461013183,149
533000,-436136.88566449634,313.08086446803145,149
534000,-435389.85522919986,311.43204303672144,149
535000,-433888.8702423682,312.3800927092072,149
536000,-435420.2399260544,311.17819597631507,149
537000,-434726.4756546251,313.8611427977435,149
538000,-435614.7498063643,312.2848944996745,149
539000,-436081.19587664725,309.18784380523124,149
540000,-435373.9631873409,310.64675790770247,149
541000,-434288.8228267038,310.6395442738332,149
542000,-434260.97272355994,311.278094238738,149
543000,-434008.3096020983,310.8407232863501,149
544000,-434259.87986866245,312.36212390548155,149
545000,-434168.9215045308,311.7309960660192,149
546000,-434942.0494220534,309.9523488228401,149
547000,-435536.0771500573,312.2737112190927,149
548000,-434392.2951392906,312.1863233988253,149
549000,-435175.05698296335,311.3800835217817,149
550000,-434866.5621826418,311.8541738059611,149
551000,-434544.7673789363,313.918768901501,149
552000,-433781.66620652727,310.4462003298573,149
553000,-434964.6801056594,308.66520771450627,149
554000,-435561.9748042899,312.7154946916233,149
555000,-436256.31873227586,310.6505130876378,149
556000,-434161.4566957138,311.3779220634231,149
557000,-434054.6746216428,310.84035132423594,149
558000,-435921.8705924384,312.24988123486054,149
559000,-434691.91886787396,313.21886338561745,149
560000,-435276.2537325814,310.0068334180359,149
561000,-435830.28772308514,310.42390857240963,149
562000,-435417.18268889026,310.22570445440687,149
563000,-435972.152687771,310.9306181383448,149
564000,-435167.78414632636,310.35949816722876,149
565000,-435703.71019725315,311.2680344239132,149
566000,-435835.08544010646,310.1139639291537,149
567000,-435828.0611462721,312.94391947836885,149
568000,-434806.21559237293,314.842124233758,149
569000,-435610.2865096447,312.0685377501711,149
570000,-435510.5780795873,313.2117781845707,149
571000,-435085.2792345034,309.6625010737321,149
572000,-434717.85546712717,310.56396909587295,149
573000,-435342.93550075125,310.542864849613,149
574000,-435345.0569079737,314.22447653978423,149
575000,-434765.72721836716,310.867845707946,149
576000,-435833.00915592327,309.22667007428424,149
577000,-435185.761777824,313.73937211414676,149
578000,-435210.2580291289,310.79312349779974,149
579000,-434721.6787958988,310.14433590950557,149
580000,-436286.3297674402,311.6207448429963,149
581000,-436123.66238998435,312.8381098058947,149
582000,-435651.63539374806,309.6833217552402,149
583000,-436511.9584711706,312.8099671860983,149
584000,-436171.2518908363,311.30077972327933,149
585000,-435513.56252176873,308.9488136883067,149
586000,-436650.51578228734,309.28152180795735,149
587000,-435066.4486511685,309.44884875338994,149
588000,-435155.2278345411,313.03652919503924,149
589000,-434498.0794310863,312.95734139051825,149
590000,-435611.9104441006,310.0341442050614,149
591000,-436310.7613163211,309.2134655938621,149
592000,-437273.1657191077,310.86639610649905,149
593000,-435758.75319173443,311.3540621960432,149
594000,-435514.17258660845,311.01013125952437,149
595000,-435744.75856695324,309.9444842963739,149
596000,-435445.3555081303,313.8165775581335,148
597000,-434052.0018014237,311.3265553513859,148
598000,-435451.8739267858,309.2556398657437,148
599000,-434760.95872631343,310.9610271096468,148
600000,-434714.92680158373,310.0951573534951,148
601000,-435345.2208816281,311.67292632266515,148
602000,-436105.25149378413,310.2268650454222,148
603000,-435467.4947445295,311.4300086657775,148
604000,-434864.26728242845,309.8637104877134,148
605000,-434963.93166567245,311.1635832342002,148
606000,-435362.5215022466,310.86312765558046,148
607000,-436263.7412960988,309.2030540951699,148
608000,-435414.1458952995,311.11993634514425,148
609000,-434847.7166848765,308.58281896915537,148
610000,-434767.39794871164,310.8525345389676,148
611000,-435114.5121501081,310.10764582883235,148
612000,-434229.66151580424,310.3642496755666,148
613000,-435094.05454448727,313.3465821195824,148
614000,-434204.69761080085,309.08024569700814,148
615000,-435576.64010802493,310.4749619351931,148
616000,-435574.0408500964,310.61432755862563,148
617000,-435943.6800136871,311.7225166769321,148
618000,-436070.3731578477,313.57677253032824,148
619000,-435322.24128578044,309.2650719408459,148
620000,-435517.54012271506,311.5760106407947,148
621000,-436494.34514237894,308.7276774126013,148
622000,-435406.7432142901,311.9986415618893,148
623000,-435974.8211976618,313.4423759747814,148
624000,-435608.6663848518,310.5131920825592,148
625000,-435542.3262306424,310.0028195297401,148
626000,-434083.2514904144,311.92699961477706,148
627000,-434980.47512737894,307.55526820522795,148
628000,-434616.31011998537,309.71359908641426,148
629000,-433853.3067817739,308.77473783785985,148
630000,-434067.0339344037,309.2940464640513,148
631000,-436726.1846020301,310.66784010075696,148
632000,-435928.26103464817,313.2110026237676,148
633000,-435181.7771581856,311.4019764609788,148
634000,-434881.1912879725,312.1325304136844,148
635000,-435845.5439391546,310.93976420352953,148
636000,-435645.99835233204,309.5547063298335,148
