#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-372955.32471568626,311.89443127726236,0
2000,-379560.0180617112,312.3651730887355,161
3000,-383387.81341440184,310.6705542368331,161
4000,-386659.4223705686,311.86280336074486,160
5000,-389466.8431924174,308.78656970443143,160
6000,-390133.6237719252,309.8974007454498,160
7000,-393221.3783236488,311.802406287294,160
8000,-393488.73338196403,312.08083384570364,160
9000,-394469.6915211703,313.62081040159313,160
10000,-396048.0250298353,311.61670221927017,160
11000,-397014.2600059046,312.20135656666014,160
12000,-396492.16779535334,309.4420295332051,159
13000,-396650.9379623621,310.1323316240119,159
14000,-397899.61648577754,309.2890840009177,159
15000,-398890.89784853905,310.0175952335811,159
16000,-398981.3041592336,313.17757181388913,159
17000,-398884.92173519684,310.1489875160267,159
18000,-400241.1444281924,311.6851923833955,159
19000,-400912.71830566716,312.86580538042455,159
20000,-402074.0625002787,312.82435248549854,159
21000,-401966.70722279255,310.991847119155,159
22000,-401656.13095584116,309.89484861256585,159
23000,-401099.1331404601,312.9134034286438,159
24000,-402879.3567325785,311.5663231053892,158
25000,-402885.72368701757,307.9025554909321,158
26000,-403507.5538653573,308.7224438551573,158
27000,-403515.74511383707,309.13806886753235,158
28000,-405202.5210054999,310.832537380296,158
29000,-403390.7142743177,313.88715318570854,158
30000,-403971.68344997335,309.8397968029205,158
31000,-406314.9423729335,311.9802729618844,158
32000,-404565.63060817216,310.36562869399717,158
33000,-405081.78698141105,309.57483716198266,158
34000,-405803.4727472651,309.7647312281016,158
35000,-406042.86227220506,310.02386754412834,158
36000,-406134.5158660924,310.72848104989595,157
37000,-406581.52209183853,309.828991266264,157
38000,-406891.9194810684,311.8548197003686,157
39000,-408233.90510500665,312.37313685357236,157
40000,-407012.92480109935,309.17518236258815,157
41000,-408062.6720388385,310.5159351926678,157
42000,-408662.83299371554,311.17127384947435,157
43000,-408339.0667165527,311.22229327543675,157
44000,-408563.6798319104,311.3008054590258,157
45000,-409610.0556757259,310.36577730489796,157
