#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-378842.31542957923,311.834875716285,0
2000,-383878.0567150742,313.08682818288787,113
3000,-388507.23350952915,313.1084635289337,112
4000,-391967.07263524714,310.3083086676077,112
5000,-391659.0468856576,313.71469514236816,112
6000,-395827.81715934,310.2075898127955,112
7000,-396354.45695420983,316.1082745996207,112
8000,-397340.3938433279,313.91717621763763,112
9000,-397128.0869566919,311.53119062790097,112
10000,-399182.30179165443,312.3474667043812,111
11000,-400238.02728026523,310.27984216391224,111
12000,-400527.31391224917,313.54729914618304,111
13000,-401315.5945154466,311.43276634338855,111
14000,-400945.9796412294,312.1986757092649,111
15000,-400775.1692157455,310.03873810788883,111
16000,-401865.77913916437,312.35380718643404,111
17000,-402954.6566213488,310.9077942763125,111
18000,-402187.1987491476,313.68973144220064,111
19000,-402665.036377433,310.8768171772955,111
20000,-403514.7885708746,312.3940391957396,111
21000,-404377.5130683575,310.70617598676637,111
22000,-404756.00942359725,310.731467967863,111
23000,-404617.30090860813,316.3801868102857,111
24000,-405541.4202741934,311.3037703976992,111
25000,-407256.0152401922,313.43295259250635,111
26000,-406300.094857218,311.5948317158327,111
27000,-407594.3106730124,312.8665597127325,111
28000,-408284.28278345685,314.1583743388528,110
29000,-408385.4593274866,311.9825233054904,110
30000,-407851.12050209916,313.83683624371963,110
31000,-409003.4086295231,311.78890193394375,110
32000,-411918.2858740939,312.4876508541611,110
33000,-411654.3853204581,314.3333055153177,110
34000,-411169.8017644577,309.7489175163994,110
35000,-411938.02569307876,312.15032199177534,110
36000,-412274.5504405808,311.1979229272468,110
37000,-414120.01818422484,311.0062315571263,109
38000,-413655.57906548865,312.9877221279171,109
39000,-414250.4076931011,310.15161393663954,109
40000,-415022.02039350173,309.63833360183526,109
41000,-416846.0473297406,312.07871731501336,109
42000,-415911.19822405186,312.98102820016976,109
43000,-416422.5033166597,311.93966127065113,109
44000,-415709.72616724996,311.83853518447484,109
45000,-416904.76477693114,311.9910279332535,109
46000,-417596.3620209284,312.2363910353361,109
47000,-418738.31960306014,312.9154237058635,109
48000,-418434.0243447595,313.2842353160568,109
49000,-419551.0297238489,309.1642582809678,108
50000,-418565.1096171343,314.0955784901815,108
51000,-418451.1317511683,312.97220760924984,108
52000,-418775.1585202203,312.4174226992284,108
53000,-419152.92216443643,313.2419433387538,108
54000,-420007.5026444644,312.0824194343988,108
55000,-420326.921623884,313.2049711354288,108
56000,-421040.81600306416,314.3485478433494,108
57000,-420046.8526425357,313.55988782135563,108
58000,-421232.11646975856,312.5335956949635,108
59000,-421464.9831743052,311.73228376803985,108
60000,-421711.60084827617,311.60945322041636,108
61000,-422689.06251084385,314.50098082209405,108
62000,-422047.2829754625,312.622724488915,108
63000,-421491.73513894854,312.3698148758963,108
64000,-422560.88932868023,311.7924159192045,108
65000,-421755.2445393319,310.4022960499999,108
66000,-422539.2036369478,311.1825558858787,108
67000,-422428.7640928079,310.3525760045217,107
68000,-422431.2825059255,310.0879878367844,107
69000,-422958.0822938187,312.1627790124618,107
70000,-423628.4770882884,311.9651334426211,107
71000,-423884.4691000171,314.7127973121343,107
72000,-424268.7520645035,311.67821860809613,107
73000,-425107.540897751,312.4306621260631,107
74000,-424543.372964093,312.0988961746563,107
75000,-425148.80116555747,313.52567647859064,107
76000,-424312.15869793086,313.1725351673434,107
77000,-424794.5678101657,313.4767580266436,107
78000,-424410.7019440315,314.40409749229497,107
79000,-425413.9713726288,312.0744541876932,107
80000,-423334.181389828,311.31103249362485,107
81000,-425134.11476169643,311.91895067932546,107
82000,-424703.2838194992,312.75245829929315,107
83000,-424782.00196117396,311.9445447747245,107
84000,-425081.58024793933,312.25614441987784,107
85000,-426631.7947492851,312.2902203597842,107
86000,-426139.8842042859,311.8060421454832,107
87000,-424829.03356478736,311.8412969301451,107
88000,-425742.7945816035,312.477651419743,107
89000,-426866.3438414985,310.7172511874307,107
90000,-426521.1111033575,310.8148320350144,107
91000,-426590.34975066665,311.69323142374145,107
92000,-426145.13839040115,313.0358383898922,107
93000,-427669.7566643094,313.3308872764507,107
94000,-427127.61927585676,309.49165683948706,107
95000,-426657.11765716854,312.94058726188246,107
96000,-427170.8031809209,312.12944919768233,107
97000,-427642.07895589806,315.1650993903038,107
98000,-427271.4841575015,311.14834653547496,107
99000,-427528.3309062652,312.2505248023874,107
100000,-426943.8917272405,310.35807155698154,107
101000,-427367.3172659385,313.52510629717466,107
102000,-428374.43649540236,311.1456142339817,107
