#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-374902.4526013993,311.7894660042573,0
2000,-382207.3513743826,313.02990532835986,161
3000,-384997.1537831393,312.01131897852645,160
4000,-387768.927195122,311.158584211255,160
5000,-389990.90104002506,308.5158814972808,160
6000,-390259.4622251473,307.8602234278269,160
7000,-392831.7726376534,312.30494218762834,160
8000,-394041.4479816642,312.62643318648355,160
9000,-394810.75479444116,309.54548230985563,160
10000,-395667.5108608394,308.75721991449126,159
11000,-396079.921950446,310.7539710720678,159
12000,-397338.6123827817,313.9560999692669,159
13000,-398960.707375641,312.03545405740914,159
14000,-398304.56808716245,310.94160272902,159
15000,-399838.5982478806,307.5979466123445,159
16000,-400854.08281186153,313.09092263227285,159
17000,-399807.4682155512,311.2322181146676,159
18000,-400537.12891912065,310.8637081736491,159
19000,-402059.3422132302,312.0831862753138,159
20000,-401809.01898188796,311.9331426636881,159
21000,-402056.0229409465,311.08731487161225,158
22000,-400369.476854458,311.06009512741406,158
23000,-403304.0708241204,311.4087954582513,158
24000,-402500.02209166344,309.2568410904127,158
25000,-402168.2849096346,310.92690674928156,158
26000,-401760.00049203564,309.1511915608,158
27000,-404165.1700453246,309.62364978892316,158
28000,-402978.20574767794,311.95343194156465,158
29000,-403703.56204850855,308.5736306304042,158
30000,-403988.08771503344,311.1064425618542,158
31000,-405575.4946260853,311.9202861906906,158
32000,-405379.3475319457,311.8577060917504,158
33000,-405159.9595896604,311.86272105004025,158
34000,-405661.1696302658,310.3856707718677,157
35000,-406657.09569885256,310.72084140777525,157
36000,-407848.86544255563,314.5065969046396,157
37000,-407768.85712414957,313.6260785086105,157
38000,-408311.16668938776,309.65503121023386,157
39000,-408386.88754316745,310.0222511500712,157
40000,-409948.57724645943,310.57104151520696,157
41000,-409518.5857090503,312.27857306718914,157
42000,-409732.5466666508,311.604902891575,157
43000,-410782.010267664,309.9133113026148,157
44000,-410436.06838147226,310.1912910445138,157
45000,-411162.158640523,311.9893437861316,157
46000,-411858.6783798118,313.1741960979995,156
47000,-411756.172982526,309.56187325121437,156
48000,-413405.0112178165,313.4129396751107,156
49000,-413243.65176041704,311.5509001950304,156
50000,-414514.1272799007,312.1286548073828,156
51000,-413456.2304717677,312.56404829652433,156
52000,-413739.31041358435,312.9431610953294,156
