#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-376921.03535111435,311.3963056678537,0
2000,-383734.4817534345,313.9248874645028,233
3000,-387373.4919904233,313.3214726652001,232
4000,-390119.625271905,311.82499338313676,232
5000,-391840.09658954805,313.41645162131977,231
6000,-393328.5900086395,313.0701699636635,231
7000,-394964.00225114776,314.1214781264798,231
8000,-396689.2746189181,313.0575691058962,231
9000,-397722.00794219924,311.6811684868485,231
10000,-397285.45793743315,315.1735731779448,227
11000,-397666.2853514722,310.51432651838303,228
12000,-400034.88108780445,313.603884828617,228
13000,-400096.0913875785,311.5871383346793,228
14000,-399281.4856057477,308.34717510974764,228
15000,-400496.4081093774,312.8804450943859,228
16000,-401932.0178042785,312.62214314807943,228
17000,-401479.31807182124,311.68409824091,227
18000,-402160.7892529159,313.2127161047539,227
19000,-401860.31278078817,310.87653158470613,227
20000,-403015.7135126812,312.0964136540202,226
21000,-403874.7098363505,315.13707130275344,226
22000,-403036.4528662022,309.9598196779316,226
23000,-403832.7620758319,312.22253827160546,226
24000,-405048.62950027245,313.2040642218013,226
25000,-405372.2501256892,310.9938338008869,226
26000,-406653.16226261156,311.1618071810264,226
27000,-407066.42043109494,312.37514370047114,226
28000,-406865.76181172696,310.57751381897907,226
29000,-407836.19457150856,312.1500627128995,225
30000,-407909.19038387854,312.5219926643955,224
31000,-409264.82761484967,310.26856766686683,224
32000,-409106.95814490365,309.59666818719097,224
33000,-409871.5050194198,310.6222980156473,224
34000,-409896.09493771987,315.6439711900475,224
35000,-410312.13865409675,310.7341182301378,224
36000,-410952.0109517225,311.31093736616157,224
37000,-412780.9689131202,313.74984760123965,224
38000,-412430.80060272757,313.3065192502236,224
39000,-412858.548788799,310.9986377806799,223
40000,-413683.7263827056,309.00933889757545,223
41000,-413821.7865836546,313.8858814917569,223
42000,-414126.3330560222,313.2666725823458,223
43000,-415356.9678790672,314.3581256834904,223
44000,-414241.33509257645,312.2866509892738,222
45000,-415575.314150898,312.25730811425456,222
46000,-417198.4225629936,309.73895953298904,222
47000,-417646.46043802705,310.49315577528523,222
48000,-417752.363025839,315.3859189655435,222
49000,-417958.4458783772,314.16289874206194,222
50000,-417913.04981891834,311.86593635036536,221
51000,-417898.82450385764,312.7470448613316,221
52000,-418478.89527575905,311.0834473709462,221
53000,-418918.50984580466,310.15995335826284,221
54000,-419105.02671112004,309.11642833674097,221
55000,-419612.0349736812,310.81561448765575,221
56000,-418475.434038108,312.55170582026716,221
57000,-420472.0256379605,310.0694533107097,220
58000,-419443.93463255046,309.1217165116274,220
59000,-419496.778237385,311.49920143107465,220
60000,-420681.53771420475,311.15471477613977,220
61000,-421664.6072771207,311.0278688704964,220
62000,-420489.80575152114,311.88206957040546,220
63000,-421300.03064225055,310.7723853093434,219
64000,-421666.2005391256,314.56407662224575,219
65000,-421446.66533016134,312.1150807052231,219
66000,-421274.48369298456,313.0195380136924,219
67000,-423341.51608256064,311.8592546431121,219
68000,-422919.7859867369,309.35334875610175,219
69000,-422685.23042258876,312.0258472993723,219
70000,-422556.25720224343,313.27033958558764,219
71000,-422442.238921718,308.5533803278867,219
72000,-424571.01751163555,310.69131500899965,219
73000,-423493.45060880436,312.741405067219,218
74000,-424627.20839103125,309.244941600953,218
75000,-424836.7513570383,311.1606068427804,218
76000,-423630.4973684966,315.0966444983998,218
77000,-424507.907860694,313.07119101572124,218
