#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-376753.53898217366,311.7054834750466,0
2000,-383902.8557959134,311.81910409761224,113
3000,-386927.02982324245,313.6520792728994,113
4000,-390490.185055987,311.83589070935903,113
5000,-393095.0912482061,313.57316169712624,112
6000,-395584.8333071857,311.696807841676,112
7000,-395996.5536022142,311.7147160076515,112
8000,-396100.04118166794,313.17541073893034,112
9000,-398284.53356387396,308.6008824834937,112
10000,-399077.41464833426,311.7264926661764,111
11000,-399064.63945714384,310.6857112741255,111
12000,-399646.6128206556,311.0516635585928,111
13000,-400540.0289009514,313.5188424606296,111
14000,-400464.61812917795,314.43491948389004,111
15000,-401110.1435465105,313.4166925579968,111
16000,-399180.77362174843,311.77467136288885,111
17000,-401598.9107408507,311.8145250929003,111
18000,-401703.01215953403,309.959718374574,111
19000,-404059.0266942028,310.1540763528916,111
20000,-401630.22286216076,313.81462792505727,111
21000,-403316.57904470013,310.55283763320483,111
22000,-403230.0559065223,314.46663182789774,111
23000,-403415.577209495,313.4671511823118,111
24000,-404871.9626006859,310.63128347392717,111
25000,-405022.2002377005,312.26891763543614,111
26000,-405294.58258288284,310.3115084256975,111
27000,-406880.29351132177,314.14443797583004,111
28000,-405934.27413762803,314.36738737055214,111
29000,-408115.9306421557,312.0141340201354,111
30000,-407620.32628904213,311.52739017264287,111
31000,-408565.76411103224,312.7828688433698,110
32000,-410106.2075122872,312.43995701094127,110
33000,-409400.3311590012,312.20147726688487,110
34000,-409857.677348488,312.7215516259312,110
35000,-411529.0395367618,312.2106673203315,110
36000,-412990.0625941898,312.36041895146695,110
37000,-413215.9849384511,311.64915012599437,110
38000,-413457.18283831794,312.29049691971767,110
39000,-414763.4686230738,312.3230585306704,110
40000,-414295.8133635833,308.96274472691886,110
41000,-413787.57406048523,315.1288084494911,110
42000,-416209.2471118674,313.8963569342914,110
43000,-415116.7750186648,312.04328577703944,110
44000,-414457.85399253457,312.3119452363593,110
45000,-417031.09056913364,311.3703483073087,110
46000,-416185.8367210685,311.50510470112437,110
47000,-417864.9041733821,313.0688053752072,109
48000,-416457.15419726423,312.82073531640305,109
49000,-417218.2414307357,311.84332076039254,109
50000,-417765.5302227866,312.6610525348162,109
51000,-418022.65789266233,311.5149587090545,109
52000,-417631.0305391655,314.2374650494158,109
53000,-418902.7618646198,316.034566904497,109
54000,-418242.45305893756,314.21326019383764,109
55000,-419669.79050776013,312.38553617657567,109
56000,-419979.97294632695,310.2553568993337,109
57000,-418422.1552312083,312.8102060102758,109
58000,-419270.3010286004,311.48592725855775,109
59000,-419697.49827921623,310.8523374683415,109
60000,-419943.3712605254,314.4557083422196,108
61000,-421165.9955070859,312.302874904099,108
62000,-420769.3048943775,313.6714206567675,108
63000,-421383.0774131948,311.5434520121045,108
64000,-421163.23901182506,312.6703433608792,108
65000,-421757.4016696331,311.86830184524126,108
66000,-421999.8321024482,311.91540219005975,108
67000,-421789.8914584634,311.3897185723277,108
68000,-422824.9780055259,313.29452912736787,108
69000,-422941.50694108545,309.9635427423469,108
70000,-422358.4931507085,311.664218433406,108
