#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-372566.8390603047,311.56303854390825,0
2000,-379946.9726302654,311.4032635303426,161
3000,-385020.3127579873,309.9776682521776,161
4000,-386286.8799197669,313.6873519564726,160
5000,-388845.1999251982,310.26932309776004,160
6000,-391518.62135953363,310.03645112433827,160
7000,-392987.04806589615,310.2974095815672,160
8000,-394249.20791847166,314.6363390521748,160
9000,-395522.0510047665,313.50131464878217,160
10000,-396593.21059715655,312.82721202935005,160
11000,-396535.3805798851,308.3256124028707,160
12000,-398160.1547579388,313.22362561722264,160
13000,-398395.77001294494,310.962001673399,160
14000,-399570.2901068786,312.8696391857221,159
15000,-399982.4730895327,311.713317281963,159
16000,-400466.7234539951,313.1067851502958,159
17000,-399673.92834072956,310.56806777969746,159
18000,-399559.4220621444,308.01267546450606,159
19000,-400348.42300979607,312.28158475136576,159
20000,-402046.4421720719,309.0865080134468,159
21000,-401223.1481539449,308.8304533180497,159
22000,-401770.87428374146,311.78579260862506,159
23000,-402059.6496276958,312.1283578365697,159
24000,-401866.03602939425,310.5036308301936,159
25000,-402810.00410786713,310.7323412073232,159
26000,-403012.7485028906,314.13601593201093,158
27000,-403007.5839743796,308.69578055779294,158
28000,-404404.95034133526,310.66180817776933,158
29000,-403590.14896112564,312.6085569809984,158
30000,-402287.0997612756,312.7080946356451,158
31000,-404981.0740278079,310.43888459335733,158
32000,-404994.3325924475,309.6074465294266,158
33000,-404013.6532663009,308.6078426776025,158
34000,-403881.41004300234,310.03592947230226,158
35000,-404263.2031396525,309.81307482137714,158
36000,-405934.06041526655,310.5246541910523,158
37000,-406580.29468900105,310.0355886931596,158
38000,-406231.7338830491,309.19142047538264,157
39000,-407343.5155940559,310.2563922270347,157
40000,-407964.26846063975,310.744714198564,157
41000,-407868.2166385085,312.0835350620932,157
42000,-408133.44872698886,310.0398162790549,157
43000,-408261.40154443006,312.45506477533684,157
44000,-409344.1054774304,312.022254789833,157
45000,-408843.0483523931,314.0990548383862,157
46000,-408594.18797212234,309.03735798278893,157
47000,-410681.0021626556,311.5137605097558,157
48000,-410876.59268884687,310.8935786428697,157
49000,-412002.51553780027,310.0591462770486,157
50000,-413023.5218055516,309.15279129720665,156
51000,-412949.3913181217,311.6476829188004,156
52000,-414601.735255989,310.55022743633293,156
53000,-414794.77662534616,309.84409144403674,156
54000,-413888.72454636986,310.30297815838435,156
55000,-415811.0877925744,310.88430611166206,156
56000,-415748.86921505025,309.9319636426148,156
57000,-416771.368745625,308.12384629289744,156
58000,-416383.63565869303,310.8025690244736,156
59000,-415622.8920642773,314.03898889559275,156
60000,-416011.4714497465,310.6097882114934,156
61000,-418021.4406554778,312.38139766077563,155
62000,-419160.01377927023,312.1234528745145,155
63000,-417654.6652870383,312.04299458295975,155
64000,-417223.9194221159,310.1206572182384,155
65000,-417551.3002081618,311.5840376580953,155
66000,-416890.1795925384,309.6715534391659,155
67000,-419394.755421428,313.36939222835855,155
68000,-419821.6261210642,309.8533266557348,155
69000,-417351.9757286387,312.6827753182277,155
70000,-419781.10496150935,311.57842006583786,155
71000,-418689.4883631598,309.11007990585216,155
72000,-418201.86760753463,313.20321794160367,155
73000,-419467.90084428224,309.51899156582977,155
74000,-418590.0609886318,310.52081892869336,154
75000,-420299.4300422291,311.13853489140973,154
76000,-419604.8119754412,311.5998378872286,154
77000,-419512.40981948515,309.1714254244658,154
78000,-418976.1223164969,310.1709858164905,154
79000,-420606.0153431061,310.9807045929527,154
80000,-419961.8604713932,312.7906119029454,154
81000,-421770.07372151804,310.423990224678,154
82000,-421409.6977350216,308.78556479709556,154
83000,-422071.8029130846,308.5811235229906,154
84000,-420378.5137954273,311.05570547570727,154
85000,-421591.1625241195,310.7793938190387,154
86000,-422195.5877965493,311.74288732712284,154
