#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-371992.5114657229,311.6020990274937,0
2000,-379646.8260887298,311.87467009697616,161
3000,-383187.4078011154,310.8028368647996,160
4000,-386648.43934650347,313.40447105033354,160
5000,-388615.5262610866,311.74429685453015,160
6000,-389549.4699071406,311.36864861971424,160
7000,-391501.0352326955,309.55111703509533,160
8000,-393971.9675416264,309.3882125870306,160
9000,-394484.6610782319,310.7782326808737,160
10000,-395565.39125343366,311.3216850235032,159
11000,-395550.33924137754,310.2528965372129,159
12000,-396998.0274623628,314.01964800371195,159
13000,-398698.5544170402,310.1247173342523,159
14000,-398075.1746788465,309.3812758934524,159
15000,-399293.2379003947,309.6853943927924,159
16000,-400047.2168345428,309.4350464597521,159
17000,-399927.5511567006,311.90909480185746,159
18000,-400095.9322973271,310.79995170811833,159
19000,-400497.98544281325,313.63911778762895,159
20000,-400751.0701403783,311.1791920258565,159
21000,-400477.2454294495,313.56416786715255,159
22000,-401528.2179522021,310.22116656546376,158
23000,-400835.3050250048,312.8570337417431,158
24000,-402073.0826386735,307.63205779108506,158
25000,-402637.21161024505,314.44322509050176,158
26000,-403292.4555145814,311.1698801748438,158
27000,-404031.58976833755,309.91709184055316,158
28000,-403799.311758175,311.23888029541945,158
29000,-403344.03091015737,312.233432879575,158
30000,-404390.53099710005,310.8355761867234,158
31000,-405592.36991171725,309.4248549783048,158
32000,-405840.0333876081,310.6327215299797,158
33000,-407180.84224878834,308.646375928486,158
34000,-406275.3258648629,311.3017770913419,157
35000,-405810.6446458353,313.9159293898498,157
36000,-406385.1241552043,311.79230653191706,157
37000,-408238.14033755404,310.5779989182326,157
38000,-406597.49567130185,310.8514173291337,157
39000,-408399.2822257604,312.729506830862,157
40000,-407354.07898682845,312.11588184973743,157
41000,-409888.7446463823,312.67902825253753,157
42000,-409316.2505524617,311.69176815322413,157
43000,-410727.569554494,313.5408943688197,157
44000,-410157.8179284199,311.44150326278003,157
45000,-411325.6185791886,310.2645730603272,157
46000,-409383.5931373448,311.84626815904176,156
47000,-411759.11087697,308.4049303385028,156
48000,-412424.6211969361,310.67403056952526,156
49000,-412993.76206699456,309.4702192938492,156
50000,-413375.6707437872,312.06474083673896,156
51000,-412745.4998755455,312.2598192957918,156
52000,-413807.56228307285,311.65222771031483,156
53000,-414703.03179966914,310.1627962117491,156
54000,-414083.44917626586,309.0966703196774,156
55000,-415915.72142457054,311.59772472245794,156
56000,-415668.08658531215,307.4996969238231,156
57000,-416020.0411302466,309.16277524846635,156
58000,-415569.8181964697,311.7015462965684,155
59000,-415519.6093844415,311.01851112628503,155
60000,-416370.82409002236,314.05011586473836,155
61000,-417520.71691967454,310.3871573967522,155
62000,-415987.84259534976,310.8487848884015,155
63000,-416914.0068517134,312.35544597495755,155
64000,-417424.91520008584,310.05093640074426,155
65000,-418071.9774357672,309.0724408465111,155
66000,-417840.15573238255,308.7372429691665,155
67000,-418717.03662295174,314.7937810742521,155
68000,-418632.5783116245,309.3529804128087,155
69000,-418540.95039001666,311.0174854397105,155
70000,-418616.9537269443,310.2365261171909,155
71000,-418409.8822852145,309.4305212314601,155
72000,-417750.1908872244,313.7842200897736,154
73000,-419124.8972876582,311.03131690326114,154
74000,-420291.2610930782,307.9423223404819,154
75000,-419543.7146204915,311.89133575240095,154
76000,-420699.35449497914,311.51818333820944,154
77000,-420227.8331149656,309.48495662484476,154
78000,-419925.44746710896,313.26830422663596,154
79000,-420068.4013177566,312.36041890916374,154
80000,-419622.46974142455,309.2216823857106,154
81000,-420514.06748243235,311.8851651128158,154
82000,-421201.2363317276,309.9892878299688,154
83000,-420074.9258276152,308.05601105739737,154
84000,-421412.2708466803,311.17373468657314,154
85000,-421738.9709227148,310.18626285550374,154
86000,-421642.34042561403,313.2617172740324,154
87000,-422069.0910210295,311.6861888058849,154
88000,-422046.62142855907,310.46798290928564,153
89000,-421230.51245130785,312.51057417255436,153
90000,-421906.6151010019,310.6652278571646,153
91000,-422535.3734547333,309.16891688296334,153
92000,-422620.3715988938,311.88017648068904,153
93000,-422579.1849557541,310.3046482071681,153
94000,-422143.6493424878,311.03287487486057,153
95000,-423366.9274406277,310.2405310740347,153
96000,-422525.4355421921,310.77867923027446,153
97000,-423408.586871909,310.171690435956,153
98000,-423396.83687374066,313.0173615733422,153
99000,-422940.1104138498,311.05751458290774,153
100000,-423766.8782497309,312.181816256163,153
101000,-422243.00738473283,310.1370909467497,153
102000,-424455.9578110762,310.30822045239773,153
103000,-424624.40774127655,310.4393268315742,153
104000,-423600.8008345277,310.90816061019314,153
105000,-423478.1485048961,313.1614524879471,153
106000,-423622.5550844397,312.80299057908053,153
107000,-423036.3876648287,310.9477600050819,153
108000,-423197.46230965084,310.76482112497325,153
109000,-425198.9107990607,310.44250956022967,153
110000,-424791.10623236466,308.810202701983,153
111000,-424745.63005944644,309.60631822605086,152
112000,-423923.01284292876,309.35665431406795,152
113000,-423682.4142994161,311.4651727525847,152
114000,-423666.1182234655,312.5467652302867,152
115000,-424376.7610549773,310.3312115751345,152
116000,-424818.7188675357,310.9115726273642,152
117000,-426173.6852477214,310.51256138528527,152
118000,-425270.12371074455,310.7451769902179,152
119000,-425296.09414269915,308.17429710685093,152
120000,-424673.25559756276,310.56412790473905,152
121000,-425472.0688521974,311.8085112251977,152
122000,-424258.6461788621,309.7960478716638,152
123000,-425310.7507036675,312.497907746792,152
124000,-425121.7434002934,310.7855586097879,152
125000,-424681.6282237007,314.38720751085725,152
126000,-425572.5391761854,308.47624766537024,152
127000,-426022.19736992964,310.12200529986825,152
128000,-425224.7133413432,311.048153944518,152
129000,-426186.87816338777,309.29274029589743,152
130000,-426425.0307138758,313.38800584924275,152
131000,-425287.2854708419,309.10731894678764,152
132000,-425936.4517768298,311.27399830167,152
133000,-427103.16801588633,311.46350349003654,152
134000,-427027.12045854283,309.8206123733679,152
135000,-426067.645730054,310.84601364731714,152
136000,-425166.988115767,308.29095873238145,152
137000,-424872.1972459783,311.8065505948562,152
138000,-425367.2457649971,311.63023958468125,152
139000,-425047.0030313269,309.70556264915587,152
140000,-427285.14107545395,309.2254877675709,152
141000,-425044.7143908804,313.23666663162726,152
142000,-425296.3906716786,307.16373466821494,152
143000,-426228.16776630655,312.0703041487618,152
144000,-425794.5796953647,312.39304104529833,152
145000,-425948.76132695074,311.33815648947893,152
146000,-426391.62589733256,312.11343844060735,152
147000,-427605.93324202904,310.6630737013018,152
148000,-426646.4638898934,312.2569754365528,152
149000,-426311.9598921228,311.9479993106706,152
