#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-372382.42333243927,310.6468557780129,0
2000,-379668.2684579231,312.61312003935114,160
3000,-386013.3379242695,311.3716282746151,160
4000,-388615.16266873665,311.51568101620353,160
5000,-390349.9063679774,311.7632676678113,160
6000,-392271.9462790468,311.14532981712756,160
7000,-392702.73087571375,310.6984258238553,160
8000,-395336.88802249613,311.8361592449947,160
9000,-396828.99610159826,312.5274348001943,159
10000,-396724.7787237086,309.88629726792493,159
11000,-397593.2023688422,312.90514187469455,159
12000,-397120.1108000551,312.7191155396647,159
13000,-398413.1248631261,308.73926798332343,159
14000,-398293.16004753695,310.3984237302568,159
15000,-399405.52579616825,312.046776384526,159
16000,-401667.15834950143,312.1889640218474,159
17000,-401069.0854116245,312.3314537010565,159
18000,-400490.1584506796,312.3363266031194,159
19000,-400887.86702977447,309.83391815105085,159
20000,-400539.8681064546,310.98045457369824,158
21000,-402819.52642292995,311.6386491430133,158
22000,-401402.491007064,311.6442214782774,158
23000,-402576.97300477116,312.175505811511,158
24000,-403331.59684416093,310.4593151085317,158
25000,-402992.7052864521,311.4965035892938,158
26000,-404053.7285950291,310.97247871794104,158
27000,-404354.776797469,310.7489676258785,158
28000,-405336.73746218625,312.22984174890036,158
29000,-405006.3247006049,311.90601816943854,158
30000,-403502.21344008436,308.86810606791295,158
31000,-405251.9572211625,312.80458224760736,158
32000,-405276.5941701175,309.6890454610895,158
33000,-406919.3874938609,312.18792139956867,157
34000,-406588.0668552555,310.17596711134354,157
35000,-406288.5121744424,313.0612781183584,157
36000,-407475.0458101777,312.5795570581094,157
37000,-407075.55331148114,309.421949410479,157
38000,-409454.7827673254,313.7554521959876,157
39000,-408085.40842582285,312.3146944301253,157
40000,-409088.54822657676,312.27082211184864,157
41000,-410516.3159240715,311.3470620519897,157
42000,-409225.96128936484,309.02509812632564,157
43000,-410079.4624783504,314.5491193816082,157
44000,-410236.20349343447,311.25179240532293,156
45000,-410020.6170691531,309.17122870628106,156
46000,-412629.7105784251,312.4090928259256,156
47000,-412867.31246100133,308.631906263661,156
48000,-414047.2392280183,309.3989777381613,156
49000,-414659.0956509046,309.41364009761656,156
50000,-414596.09217177215,311.6467617508957,156
51000,-415365.7905019,310.2477369449037,156
52000,-415613.00193987717,311.0444500768546,156
53000,-415254.2747418289,312.5324397110655,156
54000,-416544.3824141759,309.5492940683468,156
55000,-416236.8317775072,311.4697218455921,156
56000,-415863.5062883899,311.1750153103271,155
57000,-415335.3630283077,310.03084461850057,155
58000,-416225.28441503365,309.01373516260315,155
59000,-415444.5145377433,309.71357779734325,155
60000,-414636.8605256225,310.4919970978904,155
61000,-419084.9088645193,309.9834889332554,155
62000,-419110.9471472723,310.8070133153481,155
63000,-416846.86952264956,313.3304929994917,155
64000,-416919.3508297058,309.69765785748325,155
65000,-418358.39373780787,311.54825248943575,155
66000,-417928.11832175683,314.3400582763365,155
67000,-418342.98362498824,311.5173383823355,155
68000,-418499.99207740766,313.79415326769725,154
69000,-418819.70956853847,312.10546323841953,154
70000,-420575.1798375489,312.7497488999201,154
71000,-419373.5727881496,309.196996324367,154
72000,-420302.74705392844,312.02373733296145,154
73000,-419654.6562011845,311.6050722235296,154
74000,-419866.0957318009,313.7752526303988,154
75000,-420989.50816977466,310.66783894996166,154
76000,-420218.35649057035,308.8369524634825,154
77000,-419967.99027096434,307.89305082827553,154
78000,-421303.48833155213,310.69380643043525,154
79000,-421151.17258198396,310.23109065713265,154
80000,-421296.202286592,312.34232532608274,154
81000,-421295.5287748589,311.9245005982334,154
82000,-422425.51411009347,311.1607594356752,154
83000,-422520.5788631628,311.65323105316315,153
84000,-421028.57944269176,312.8328973942013,153
85000,-422210.00827489723,311.37809195540905,153
86000,-422248.0198724107,309.29434010708735,153
87000,-421434.545007857,309.06147354975195,153
88000,-421891.691027574,313.17156111705555,153
89000,-422162.7464307477,310.2870086324477,153
90000,-423335.62548151496,312.84739667067413,153
91000,-423805.23326711846,309.86483569258553,153
92000,-423147.44401834137,312.5366725418685,153
