#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-372632.7509302071,314.3266775446512,0
2000,-379497.2862341085,309.1306275537949,161
3000,-383102.5457320225,309.3237729233455,160
4000,-385488.78513056505,309.02195121819176,160
5000,-387555.4197755931,308.33846266831915,160
6000,-391092.4998521127,309.7705621550613,160
7000,-393716.224943483,308.9581505470644,160
8000,-395175.71586530004,311.14090826929726,160
9000,-394253.03684163396,311.38338707437714,160
10000,-395494.32092189486,313.4397576862868,159
11000,-395309.8330907114,306.09356542498966,159
12000,-395318.86045829207,311.0412870230864,159
13000,-398029.4776562981,309.7443608640092,159
14000,-398168.7011452697,310.3419024350359,159
15000,-397981.9884382901,309.61829032474515,159
16000,-398951.81301793014,310.8916792646264,159
17000,-399882.173537618,312.0278397582304,159
18000,-399360.32467604126,315.91733078437557,159
19000,-400428.03903514356,311.00790988191795,159
20000,-400894.8795528966,312.0043866577923,158
21000,-401271.0208366255,312.7760626219122,158
22000,-401868.25215807674,313.06479818075405,158
23000,-403101.23273904924,312.44250124959814,158
24000,-403067.62156704906,312.07245039666975,158
25000,-403253.6053814059,312.82947351068344,158
26000,-402867.36985965236,309.227469809374,158
27000,-403564.2108410392,310.4533288985317,158
28000,-404519.342228509,312.24056525666504,158
29000,-403300.2890199227,314.8345809755142,158
30000,-403855.1763789954,313.52969520360074,158
31000,-404000.2382411242,312.4594971790436,157
32000,-403485.3810985647,309.2297363977648,157
33000,-405195.1199149366,309.8876398687527,157
34000,-404537.7790596923,311.4243491565665,157
35000,-405714.8688410267,312.75128097693914,157
36000,-406062.7689719717,311.2231837703272,157
37000,-406454.80014941795,310.49177822939254,157
38000,-407836.58406965923,313.0584902251338,157
39000,-409130.1949497219,310.02936357380094,157
40000,-408564.8742473384,313.98574030013947,157
41000,-409792.4088936965,310.3671588202992,157
42000,-410157.10959137045,312.27439796373466,156
43000,-410779.3997979418,312.12970906037265,156
44000,-411285.60931685497,311.1316452065231,156
45000,-411068.3617859429,309.3473348450263,156
46000,-412068.9406613982,311.3838498167848,156
47000,-412897.2758582721,310.65143476087843,156
48000,-412249.00896272855,310.09411100349433,156
49000,-412524.7664077596,311.8121367961451,156
50000,-415336.9741178625,309.60488450841615,156
51000,-412813.0884058259,313.6324048653245,156
52000,-414320.1617199492,310.6697930430368,156
53000,-416039.89543857495,310.18497359591834,155
54000,-415523.3382804077,308.95776178026716,155
55000,-416105.6284077144,313.3035890024533,155
56000,-416318.49574516644,311.77111620625163,155
57000,-416086.08705232106,310.24398328542406,155
58000,-416093.9820262876,309.65706888209735,155
59000,-416327.8779299499,312.588269888823,155
60000,-417138.08321911003,312.0358390104887,155
61000,-418409.63756977464,313.62792912104237,155
62000,-417584.3548099133,314.46434258221836,155
63000,-418971.38875686075,311.9258487734663,155
64000,-418120.69176522037,310.6000930202526,155
65000,-417759.68889956735,310.39528993765884,154
66000,-417233.59983387357,311.2886027611861,154
67000,-418462.5387474224,311.0944662757612,154
68000,-418698.49930353556,312.7866552692275,154
69000,-418217.13219366246,310.0278765802812,154
70000,-418540.2847644966,312.4557202995885,154
71000,-419472.7369995613,311.53120049776084,154
72000,-419621.0280445807,311.29266454276933,154
73000,-419954.8218203413,310.9305361321828,154
74000,-419315.3088084548,310.1561926214053,154
75000,-419465.1782831587,310.59868666607275,154
76000,-420246.119561356,311.6367732341871,154
77000,-418900.5719938427,310.2636110222497,154
78000,-419500.1999472,311.1879642503893,154
