#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1000,-374418.93867829884,311.7962160537054,0
2000,-380875.16438891366,311.3489823312763,161
3000,-385325.9606562916,311.52949078208974,161
4000,-387340.2053643605,312.33331385577924,160
5000,-389867.13921707263,310.8836687460143,160
6000,-391527.1596257461,311.1808278120143,160
7000,-393730.9235288359,315.0853154181069,160
8000,-394528.9602444635,310.42538971974255,160
9000,-394656.7464854638,310.38917557762676,160
10000,-396379.0379945494,310.03585332154756,160
11000,-396731.4758077236,308.90953249727,160
12000,-396921.69116304535,312.90330885630806,159
13000,-397909.04421893624,311.45271237155384,159
14000,-399929.196413032,311.32829746549277,159
15000,-398778.45550158713,309.67173487638155,159
16000,-399855.469977021,309.2146329202939,159
17000,-400048.51110602496,310.45153232096084,159
18000,-401004.11240930785,310.2526290968524,159
19000,-401397.0805675974,312.9242982655939,159
20000,-401476.558471469,312.21400572492377,159
21000,-400660.6410003498,312.0463168901882,159
22000,-401215.53739073826,310.64993531125106,159
23000,-401044.6208824313,311.5142877799178,158
24000,-401737.60003931704,312.9173940880691,158
25000,-401424.624555768,308.44706334344585,158
26000,-402405.97124611377,310.23411495324035,158
27000,-402254.457039397,310.21729539494913,158
28000,-402050.69715799554,310.865054046873,158
29000,-403943.57103038346,315.04716833463067,158
30000,-402448.2784778236,308.7140466174957,158
31000,-405262.32930378965,311.42412770816287,158
32000,-404437.33214753144,310.0388609805524,158
33000,-404178.6072625811,311.17991948750273,158
34000,-404753.7015324435,308.9887527107666,158
35000,-403976.66591697675,309.95863047882267,158
36000,-405816.3096525022,310.77517482992096,157
37000,-406742.2700358769,309.88396547464293,157
38000,-407166.046790777,310.857470267713,157
39000,-406579.06161476555,312.37813418515384,157
40000,-406793.6050725824,311.65532729887536,157
41000,-407860.71499126335,311.27150773395033,157
42000,-407989.8507011994,309.65392435654377,157
43000,-408123.71029904834,312.51904052510446,157
44000,-409000.8803317717,309.79640869594266,157
45000,-409445.52627755655,311.82289319609606,156
46000,-409645.3904004332,308.8761377731614,156
47000,-410521.80612080987,309.13960504214816,156
48000,-409825.42123963195,310.12262033506977,156
49000,-412746.6244924653,310.44088142828934,156
50000,-413426.2646429448,309.6452585005839,156
51000,-413629.0351157165,311.638685700907,156
